BC,SVC,KNC,NC,GPC,DTC,NNC,ExTC1,ExTC2
0.0005108158347616255,8.978450253872577e-05,0.028570975872948556,0.2754720397579118,0.0,0.0,0.04421252979270868,0.0,0.0
0.0002844129732857529,8.978450253872577e-05,0.028570975872948556,0.2754720397579118,0.0,0.0,0.0799818048302144,0.0,0.0
0.0004028538785167971,8.978450253872577e-05,0.028570975872948556,0.2754720397579118,0.0,0.0,0.05180586853269111,0.0,0.0
9.682993463084195e-05,8.978450253872577e-05,0.028570975872948556,0.2754720397579118,0.0,0.0,0.0569140833691341,0.0,0.0
0.00012672367802615337,8.978450253872577e-05,0.028570975872948556,0.2754720397579118,0.0,0.0,0.048478859085399985,0.0,0.0
0.00016890269063957492,8.978450253872577e-05,0.028570975872948556,0.2754720397579118,0.0,0.0,0.04764894186065611,0.0,0.0
0.0005727475213126638,8.978450253872577e-05,0.028570975872948556,0.2754720397579118,0.0,0.0,0.10628905699389798,0.0,0.0
0.0002710691041301377,8.978450253872577e-05,0.028570975872948556,0.2754720397579118,0.0,0.0,0.061899382078474945,0.0,0.0
0.000584018536726996,8.978450253872577e-05,0.028570975872948556,0.2754720397579118,0.0,0.0,0.02744100377356225,0.0,0.0
0.00040236687712341646,8.978450253872577e-05,0.028570975872948556,0.2754720397579118,0.0,0.0,0.05796637830601537,0.0,0.0
0.00011275451557285795,8.978450253872577e-05,0.028570975872948556,0.2754720397579118,0.0,0.0,0.09107886128062019,0.0,0.0
0.00016860120423906535,8.978450253872577e-05,0.028570975872948556,0.2754720397579118,0.0,0.0,0.09661748508119626,0.0,0.0
0.0005089640860506863,8.978450253872577e-05,0.028570975872948556,0.2754720397579118,0.0,0.0,0.055085395000039346,0.0,0.0
0.0002062244503915747,8.978450253872577e-05,0.028570975872948556,0.2754720397579118,0.0,0.0,0.058716887562284555,0.0,0.0
0.00016198324193624424,8.978450253872577e-05,0.028570975872948556,0.2754720397579118,0.0,0.0,0.06560644981058321,0.0,0.0
