BC,SVC,KNC,NC,GPC,DTC,NNC,ExTC1,ExTC2
0.0063879421306607285,0.029210722012261887,0.04174723430284305,0.252977205660298,0.30922324790139577,0.013547850566475438,0.03780670796463996,0.017344147085182553,0.007501569871969095
0.006261283489851127,0.029210722012261887,0.04174723430284305,0.252977205660298,0.30922324790139577,0.012924716170740333,0.08038684649485431,0.014632642715594987,0.007395059146789498
0.00870408074370181,0.029210722012261887,0.04174723430284305,0.252977205660298,0.30922324790139577,0.01590804711223031,0.04990718227174071,0.020610187897907167,0.007499337306340469
0.007818000273509387,0.029210722012261887,0.04174723430284305,0.252977205660298,0.30922324790139577,0.012956946609348331,0.05177701945495947,0.022827726217912868,0.010180389792310323
0.009930180741948878,0.029210722012261887,0.04174723430284305,0.252977205660298,0.30922324790139577,0.011623958096435232,0.042294862891392226,0.016024393282969302,0.007162860870853554
0.007699535748275264,0.029210722012261887,0.04174723430284305,0.252977205660298,0.30922324790139577,0.014298571835900489,0.03384846063554549,0.02349962854193183,0.006545751240121815
0.008232474067829024,0.029210722012261887,0.04174723430284305,0.252977205660298,0.30922324790139577,0.010579255739547901,0.13512948963189614,0.014904242993335802,0.007993410130537186
0.008810624224176444,0.029210722012261887,0.04174723430284305,0.252977205660298,0.30922324790139577,0.013411944176724354,0.057299308073928024,0.02402922564120929,0.00966758568859787
0.0070154951232230395,0.029210722012261887,0.04174723430284305,0.252977205660298,0.30922324790139577,0.010776057700537066,0.02955293789083207,0.01926909956183591,0.006930901981538081
0.007765083896033019,0.029210722012261887,0.04174723430284305,0.252977205660298,0.30922324790139577,0.010861929069368058,0.045734082843358295,0.018098381655186725,0.007272727945052136
0.008656479527493368,0.029210722012261887,0.04174723430284305,0.252977205660298,0.30922324790139577,0.014628249988272828,0.08430215036282072,0.030682200812403696,0.007640843688003568
0.006533037007589369,0.029210722012261887,0.04174723430284305,0.252977205660298,0.30922324790139577,0.014087657832221814,0.09088948088957036,0.015223061959203841,0.008518323548036095
0.00784607506203472,0.029210722012261887,0.04174723430284305,0.252977205660298,0.30922324790139577,0.009568863093354574,0.04373699232386449,0.016811342298218734,0.00722409237904743
0.009019330041137624,0.029210722012261887,0.04174723430284305,0.252977205660298,0.30922324790139577,0.012220117318072949,0.04572039162336285,0.01725126005186796,0.008732758223232655
0.009732965560674912,0.029210722012261887,0.04174723430284305,0.252977205660298,0.30922324790139577,0.010268647751003284,0.05944151523242499,0.017534234467881552,0.009686811223310759
0.009296488052306913,0.029210722012261887,0.04174723430284305,0.252977205660298,0.30922324790139577,0.011903690616329473,0.05823174702118352,0.013652972894013234,0.007477631999150422
0.009815110775310843,0.029210722012261887,0.04174723430284305,0.252977205660298,0.30922324790139577,0.012688492768090436,0.06483113655393388,0.015968748951543377,0.011298391358934937
0.008680876243798508,0.029210722012261887,0.04174723430284305,0.252977205660298,0.30922324790139577,0.013313790721934794,0.04818625221013935,0.021967076869102743,0.008895315218892854
0.009572689576965322,0.029210722012261887,0.04174723430284305,0.252977205660298,0.30922324790139577,0.011382143803183942,0.056823381521565866,0.01938667496579056,0.007493016977883459
0.007489056237336883,0.029210722012261887,0.04174723430284305,0.252977205660298,0.30922324790139577,0.010678058277315695,0.05397135318128911,0.013877400772687178,0.012339529450834923
0.008114876695077378,0.029210722012261887,0.04174723430284305,0.252977205660298,0.30922324790139577,0.01260230015518555,0.060767234620668395,0.021730689107561117,0.009852059511222446
0.008539757955223196,0.029210722012261887,0.04174723430284305,0.252977205660298,0.30922324790139577,0.011481786208034124,0.04204733879220477,0.01777653366140652,0.011522134069056007
0.007184567051428012,0.029210722012261887,0.04174723430284305,0.252977205660298,0.30922324790139577,0.01063615350753732,0.040365773356948374,0.02186752941281335,0.006975063451250521
0.006454970691676761,0.029210722012261887,0.04174723430284305,0.252977205660298,0.30922324790139577,0.012887357254036102,0.06654811612121787,0.02103797146026433,0.008760914375969871
0.007526527526063374,0.029210722012261887,0.04174723430284305,0.252977205660298,0.30922324790139577,0.012163237441819233,0.036726859165920715,0.01475788757993661,0.008263991537729727
0.007040473012849455,0.029210722012261887,0.04174723430284305,0.252977205660298,0.30922324790139577,0.011630404262018851,0.08224462623731209,0.019227613914240625,0.00959885350631888
0.008346771800882958,0.029210722012261887,0.04174723430284305,0.252977205660298,0.30922324790139577,0.01158553025540441,0.060104694424084525,0.013091523922008599,0.006651925703673669
0.006671628824140992,0.029210722012261887,0.04174723430284305,0.252977205660298,0.30922324790139577,0.0120343220762136,0.04388780044097199,0.012424435477680828,0.0079266799737478
0.011139081093872382,0.029210722012261887,0.04174723430284305,0.252977205660298,0.30922324790139577,0.011091563486137785,0.03138471900703993,0.017567413603265792,0.009043630849082196
0.007236365668832305,0.029210722012261887,0.04174723430284305,0.252977205660298,0.30922324790139577,0.011584797608966095,0.04541319790211851,0.01886692884538669,0.010144771996284725
0.006470520616932207,0.029210722012261887,0.04174723430284305,0.252977205660298,0.30922324790139577,0.011404410269860853,0.04079522369196137,0.014835536159751885,0.007878851875315238
0.012081635801878756,0.029210722012261887,0.04174723430284305,0.252977205660298,0.30922324790139577,0.00994636207662021,0.028963130600945852,0.018266552153369014,0.010370894743035064
0.007090823514362758,0.029210722012261887,0.04174723430284305,0.252977205660298,0.30922324790139577,0.013051476368858275,0.04872624673537054,0.0212894577164776,0.009910073745259564
0.007500895497884974,0.029210722012261887,0.04174723430284305,0.252977205660298,0.30922324790139577,0.012207288210109614,0.04660373709168253,0.010599866645491677,0.0084209411088889
0.007827229225167319,0.029210722012261887,0.04174723430284305,0.252977205660298,0.30922324790139577,0.014382447124715184,0.029488901075378115,0.017641004056659276,0.008406781490639123
0.007550198918349817,0.029210722012261887,0.04174723430284305,0.252977205660298,0.30922324790139577,0.014715887856432316,0.08207264446218579,0.017281022387808834,0.008996914348049393
0.0069143523499575095,0.029210722012261887,0.04174723430284305,0.252977205660298,0.30922324790139577,0.016391920172220326,0.058960759347446774,0.013895411009701117,0.008627916225808266
0.009602334338772825,0.029210722012261887,0.04174723430284305,0.252977205660298,0.30922324790139577,0.013745639007387617,0.06797591083500105,0.024813857034871406,0.009951210311099258
