x,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ela_meta.costs_runtime,SVM,NN,EN,GPR
WFG3_10_500uniform_noisy.csv,0.68330687310369,4.68473723224402,0.001032749073773,0.445433321840718,431.308372142424,0.670178174531543,0.684449307763493,8.76213083623846,0.264625012759,0.027999999999999,0.71797323328086,0,0.633366220665984,0
WFG3_10_500uniform.csv,0.988509932735819,4.70819332103266,0.010847039975857,0.494585281016975,45.596336154176,0.996691321736443,0.991470567811159,11.4001175610194,0.998891039734808,0.027999999999999,0.92542936353396,0,0.904495536576545,0.808539347077492
WFG4_10_500normal_noisy.csv,0.630053616941236,2.24702279566591,0.011168104886568,0.960324074194144,85.9880959167133,0.627213497888481,0.683368305433886,137.384128472621,0.359406399486775,0.033000000000001,0.614689627517847,0.530750884202244,0.574300812776472,0
WFG4_10_500normal.csv,0.791183536640815,1.97833105830054,0.012975988950859,1.23319595641906,95.036760673063,0.794105224688183,0.884438707112283,44.6014829132669,0.7784864396582,0.027999999999999,0.791296009237035,0.703909575798863,0.783307166826336,0.659485945941113
WFG4_10_500uniform_noisy.csv,0.708572884895684,2.36781842252382,0.002111725601643,0.803842697250983,380.656793962928,0.715047251903785,0.76520813209713,92.5453419016029,0.567215878278983,0.027999999999999,0.673061421828232,0.563902760855242,0.692901079118077,0.165153451275204
WFG4_10_500uniform.csv,0.810703895997374,2.27886622591886,0.009468778560158,0.837398369357708,88.4378448643051,0.811323572599018,0.903099739864838,44.6547708065685,0.807009389698299,0.027999999999999,0.81501130924016,0.559644909405165,0.760462197377391,0.612815489648631
WFG5_10_500normal_noisy.csv,0.632306810773285,4.36389707251674,0.008948609297408,0.744140826179019,83.1571478257044,0.639451115076472,0.684465208292906,312.597713857074,0.422131429036407,0.027999999999999,0.664514379449053,0,0.624412973459725,0
WFG5_10_500normal.csv,0.825271535975928,4.60233633856965,0.017958386560817,0.878652120194469,48.927119216354,0.849404635857845,0.913634287864768,244.040971157412,0.913501184503763,0.027999999999999,0.833518853226952,0,0.857871617978697,0.817005286852736
WFG5_10_500uniform_noisy.csv,0.729715988312356,4.28677884798821,0.010805961016996,0.703412698159503,65.0948765272369,0.737018880858835,0.752583417395685,50.4960413187915,0.533198090576899,0.027999999999999,0.727543186699385,0,0.684908416281389,0.205025955108859
WFG5_10_500uniform.csv,0.888387308370213,4.39425670085831,0.007669248996722,0.766511441545594,99.9460888377988,0.905539051781597,0.944984163707699,139.738101400861,0.969836980919838,0.028000000000006,0.89040514505843,0,0.85776555313217,0.903196243610152
WFG6_10_500normal_noisy.csv,0.578998188545469,4.36234676641316,0.000420267779358,0.661507698606724,1574.01478556627,0.585211657121121,0.617839554625396,152.915759725093,0.247340660230186,0.027999999999999,0.566764898400319,0,0.566752485971417,0
WFG6_10_500normal.csv,0.852718947320942,4.45156903565242,0.00101439216868,0.733124416345314,722.722866935197,0.876562541693183,0.924885091191996,33.7847904123368,0.982535903270142,0.027999999999999,0.872014307975097,0,0.930941216550002,0.819391361822074
WFG6_10_500uniform_noisy.csv,0.633402025489506,4.39862892693203,0.006699161429858,0.541592825892964,80.8448686546218,0.645067201693285,0.688954585092837,87.1083831349022,0.361434174860582,0.028000000000006,0.636446740155847,0,0.623880025442723,0
WFG6_10_500uniform.csv,0.855591717868976,4.42993866562205,0.004117970874547,0.600432614431178,145.807882746914,0.880825478383708,0.975950619607359,16.0705238438409,0.993583030480384,0.027999999999999,0.846494797791741,0,0.933461598999824,0.884689642451114
WFG7_10_500normal_noisy.csv,0.586271466361069,2.18092884538923,0.04563986599439,0.439074159392902,9.62040860170086,0.605060284601527,0.647586727620767,26.0574289214775,0.280907166342792,0.036000000000001,0.61379606980852,0.406232253775914,0.569002951032862,0
