file,SVM,NN,Ada,GPR,SGD,KNR,DTR,RFR,ExTR,GBR
four_bar_f1_100.csv,0.016204384619805,0,0.969248888748564,0.992379491125619,0.873520633573083,0.949254318933989,0.951741980104609,0.978800401933865,0.990139559510275,0.983173329314741
four_bar_f1_1000.csv,0.388050973962136,0,0.950458957140796,0.999999138800299,0.979745755516488,0.97777938344108,0.953353480438847,0.982585864297781,0.988049224940188,0.992158267884955
four_bar_f1_150.csv,0,0,0.914645777009008,0.98722180164169,0.897523789650664,0.925845362112849,0.895339362553315,0.923253085131791,0.955146924993093,0.956052942874493
four_bar_f1_200.csv,0.056771483931277,0,0.92657949477419,0.998705244430767,0.912005179387704,0.946856891430642,0.895900504842205,0.956142965046468,0.98014863878281,0.965909517814895
four_bar_f1_400.csv,0.171531827699362,0,0.958161792204877,0.999987757855928,0.952986795061674,0.971555284974564,0.920844905813883,0.976903691511126,0.98572045368152,0.990458848107778
four_bar_f1_50.csv,0.007561316500253,0,0.828760390154131,0.937434062544629,0.790080779556158,0.850046330392399,0.743257369301544,0.813145031476074,0.91949207889761,0.886196020138517
four_bar_f1_700.csv,0.278195095307341,0,0.95076426766408,0.99999582120428,0.969965713555474,0.971254476889136,0.946866860618765,0.978862010370552,0.986137742957991,0.987420872679663
four_bar_f2_100.csv,0,0,0.80177634416925,0.971182508987005,0,0.771388631496555,0.668482878590777,0.81240696388033,0.861240231206236,0.847983077807199
four_bar_f2_1000.csv,0,0,0.881373395402825,0.999998816427974,0.307163012606952,0.961749032979179,0.840927864960622,0.947978426792066,0.974188541235792,0.983635054836078
four_bar_f2_150.csv,0,0,0.801675641675838,0.995911290640785,0.041562325908691,0.811373569659759,0.539997062521449,0.862331724657843,0.915664241838043,0.903238311591399
four_bar_f2_200.csv,0,0,0.839876481418676,0.996825445381353,0,0.914525129178789,0.799286077152658,0.907142450389624,0.950705419637058,0.950256299566311
four_bar_f2_400.csv,0,0,0.87473508835277,0.999907525168789,0.150784875979953,0.919727566279535,0.772946591062293,0.955778205336008,0.960181878991267,0.969336318239028
four_bar_f2_50.csv,0,0,0.723481697455645,0.956829934717792,0,0.795005655900583,0.703795444529722,0.796481376297051,0.849761944368092,0.843243793452845
four_bar_f2_700.csv,0,0,0.880097187496283,0.99998189951793,0.179471517876925,0.952248659164491,0.837312032110967,0.956704239064945,0.970821304211262,0.982139393953856
gear_train_f1_100.csv,0,0.708873277049393,0.638997386191942,0,0,0.58032426238351,0.360091208157239,0.616604058414329,0.810615177489762,0.6856014808634
gear_train_f1_1000.csv,0,0.88516722624785,0.638845929099069,0,0,0.721125210160646,0.740853088890339,0.836642460629014,0.867100403012455,0.853808966110205
gear_train_f1_150.csv,0,0.843423274599508,0.261795310913814,0,0,0.595577394730679,0,0.644646079296114,0.796755541348905,0.380115265848865
gear_train_f1_200.csv,0,0.833667290853055,0.371980248877687,0,0,0.694548915490684,0.291225335171655,0.618454564102355,0.776394521384198,0.564429535697284
gear_train_f1_400.csv,0,0.624545165502022,0.30463370328407,0,0,0.472845171708135,0.362208871765615,0.636144150934661,0.72716951582501,0.639460397453093
gear_train_f1_50.csv,0,0,0,0,0,0,0,0,0,0
gear_train_f1_700.csv,0,0.880951240973144,0.562281178482097,0,0,0.70758819156276,0.726222636731899,0.760722063541147,0.789158360334816,0.675038513601945
kursawe_f1_100.csv,0.981961810885981,0,0.966727548911481,0.999871965821301,0,0.950428259453424,0.907805887173741,0.974921504755146,0.983415547998091,0.976738317244729
kursawe_f1_1000.csv,0.993826297408592,0,0.948308324953076,0.999995963619348,0,0.989696550760382,0.964692785034687,0.98918225592471,0.994493042674532,0.992176784265506
kursawe_f1_150.csv,0.985979435723908,0,0.920787470961265,0.999915670084834,0,0.936239202329332,0.917140436366243,0.958251631776516,0.97812447188648,0.968047553102978
kursawe_f1_200.csv,0.986304725303493,0,0.911810312348259,0.999958018732738,0,0.967488711722658,0.881328105074491,0.952126416839229,0.977327716619754,0.976884200508118
kursawe_f1_400.csv,0.991701428898883,0,0.926866739350186,0.999938575731771,0,0.975815867923326,0.943778513318872,0.976990772297435,0.988273949250342,0.981784283169822
kursawe_f1_50.csv,0.912401949588784,0,0.739283555401675,0.993222324326656,0,0.713723554032878,0.702559463171632,0.809088894821797,0.937944849709601,0.845206218585594
kursawe_f1_700.csv,0.992126736063409,0,0.940936845445658,0.999987740614845,0,0.985141276008793,0.958700819779966,0.986490052587963,0.992729956271729,0.990907732062047
kursawe_f2_100.csv,0.921132755137712,0.653253189649392,0.848167782245565,0.999993541661462,0.352560883364878,0.84792134456414,0.79413435089616,0.875581737150112,0.878982712809261,0.903524282170282
kursawe_f2_1000.csv,0.997767730664213,0.946223104051974,0.936611254994831,0.999999721640867,0.705201120270199,0.988808092255688,0.962611952042279,0.986220521495244,0.99359423704923,0.994030404495596
kursawe_f2_150.csv,0.963354872744537,0.704490870349997,0.889258214082411,0.999989039396715,0.51167860482484,0.953488718197746,0.826679960277631,0.934686690115072,0.953905444167854,0.965898672005882
kursawe_f2_200.csv,0.981252513357931,0.688760387894948,0.934342390978587,0.999998129518248,0.595957736715988,0.961876549787441,0.901048993062681,0.960518751807898,0.972223109829659,0.969743267641971
kursawe_f2_400.csv,0.993069906786473,0.886895944679238,0.922898149890445,0.999999364752731,0.640605980540369,0.96810107789229,0.898438905766526,0.974865719462507,0.986606392139664,0.981366280661279
kursawe_f2_50.csv,0.725013680133929,0.728829854239782,0.750133309207368,0.999545665154809,0.299036515771784,0.707240923830047,0.762604385525966,0.794076884800138,0.811914225345571,0.874731407580443
kursawe_f2_700.csv,0.997185469963704,0.944724268971056,0.926544636305148,0.999999635258001,0.684045082889507,0.983760818288551,0.934911679565743,0.978866978696714,0.989694820013672,0.986719042322433
pressure_f1_100.csv,0,0,0.962568731357447,0,0,0.584258158110035,0.912001537256346,0.965136872434303,0.973711497781505,0.98553308624516
pressure_f1_1000.csv,0,0.226758139511734,0.920667799808874,0,0,0.346499389994958,0.9520484091822,0.980473267870573,0.990048178108315,0.99116598307871
