files,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ela_meta.costs_runtime,numsamples,dimensionality,is_uniform,SVM,NN,Ada,GPR,SGD,KNR,DTR,RFR,ExTR
DTLZ3_20_500_normal.csv,0.815935228816686,108.812737289005,3.82929890691651,2536.08997944957,662.285718899841,0.648548338171292,0.881909936947771,982.193386385458,1,0.190000000000509,500,20,0,0,0,0.909601128627922,0.795367499877595,0.318989007488419,0.286968194341363,0.788875572454407,0.915152986837786,0.920225494568065
DTLZ3_20_500_uniform.csv,0.857375965279679,192.084049572783,2.5090276596588,2130.61788200144,849.180707035802,0.71363571516653,0.894787559415517,270.503640345948,1,0.190000000000509,500,20,1,0,0,0.882166214247131,0.763740434733345,0.405015923457713,0.471870940547191,0.778462629506847,0.870846481419667,0.863752368696188
DTLZ3_20_600_normal.csv,0.81384725736314,305.483166508063,0.482539669355029,2579.00340101368,5344.6453520823,0.751321846457596,0.879991598622359,342.89954430932,1,0.25,600,20,0,0,0,0.916482448236858,0.758164994364388,0.343395615334024,0.306871604886217,0.802120019932295,0.920619162079353,0.913755165238496
DTLZ3_20_600_uniform.csv,0.860755391142424,262.877249888672,0.230241371559407,2169.43360162427,9422.43171559857,0.805824803261301,0.896305391118205,515.603567416037,1,0.28400000000056,600,20,1,0,0,0.892969431031417,0.76042609002363,0.442569562774554,0.470424725605529,0.796551562755136,0.895217472533238,0.896481208047769
DTLZ3_20_700_normal.csv,0.815779736087661,313.666434665729,0.202180402932391,2553.49421868488,12629.7810353992,0.789444342955481,0.880089506384301,172.849336727272,1,0.338000000000648,700,20,0,0.003582151581121,0,0.846242514434877,0.674122194912685,0.329368266111894,0.322887639317336,0.754684002574512,0.84547579628484,0.84390511491408
DTLZ3_20_700_uniform.csv,0.859366927308313,296.464252583257,4.7640097033847,2145.20141454418,450.293250456664,0.836510264000862,0.893973226044149,296.981663692541,1,0.313999999999396,700,20,1,0,0,0.876793961837376,0.766195579556548,0.483964701991522,0.548969555690687,0.809391945145133,0.871384151652768,0.86781034203991
DTLZ3_20_800_normal.csv,0.815557769691638,200.555481730719,9.2173989901374,2571.7103804603,279.006082216038,0.792400502134312,0.882495966237734,135.643513348486,1,0.380000000000109,800,20,0,0.004177927787765,0,0.878869866714227,0.77713001476183,0.381249905635853,0.369664316272468,0.787786135402361,0.879899082989956,0.878845329524614
DTLZ3_20_800_uniform.csv,0.861402707561728,178.979945560481,0.319411501449356,2162.05307126042,6768.86418131449,0.841187262981389,0.898528400303855,173.14929377934,1,0.378999999999905,800,20,1,0,0,0.85850653742393,0.783938222011642,0.564438519368505,0.542071643111936,0.783732243882483,0.871782185465354,0.864735295285332
DTLZ3_20_900_normal.csv,0.814396852949818,224.981755003927,0.761919562478632,2590.94324350267,3400.54694891147,0.802398317299374,0.876902822279087,931.280903135313,1.0012604708044,0.448999999999614,900,20,0,0.004103593225644,0,0.86830916140574,0.74031970982888,0.400118219706559,0.348765535373324,0.767350000666333,0.874720466989267,0.862935345635726
DTLZ3_20_900_uniform.csv,0.859309173875556,150.598494413673,0.82947743256343,2177.15398293625,2624.72961585939,0.84719623164949,0.892580239529957,190.885468248425,1.00121792621331,0.456000000000131,900,20,1,0,0,0.896811160149791,0.835039246315747,0.561907158991338,0.519682741219826,0.764228976329862,0.901635579217057,0.905744127342258
DTLZ3_30_100_normal.csv,0.827683324251958,492.167695189872,13.6102586598587,4017.36116412658,295.171551439734,1,1.04377519044183,146.326906561411,1,0.04700000000048,100,30,0,0,0,0.901618544579292,0.132508245057506,0.122785913227834,0.255129039076743,0.83119959588195,0.895389779325413,0.904706316138801
DTLZ3_30_100_uniform.csv,0.874888825916013,188.731087624054,9.28307722670406,3329.06176842342,358.616188050974,1,1.03685414605126,392.650307046817,1,0.050000000000182,100,30,1,0,0,0.936587679601186,0.422884756612372,0.190465868521305,0.220927360449647,0.837020448820223,0.936980391102293,0.947109713684445
DTLZ3_30_1000_normal.csv,0.856059174361293,631.99075687331,0.133554089219368,3998.7284336867,29940.8910431686,0.481097876099459,0.915536262077148,5680.13728811248,1,1.67000000000007,1000,30,0,0,0,0.911336543776587,0.704912955237256,0.406350893286693,0.300221290352213,0.833237167703728,0.904901669306352,0.910389128020132
DTLZ3_30_1000_uniform.csv,0.89966095949552,527.658200915791,0.368023570561089,3351.7600700283,9107.46033173421,0.610982782022811,0.93102113949058,225.59984834949,1,1.66300000000047,1000,30,1,0,0,0.923858995176574,0.791928495737254,0.587845608450911,0.521262205558874,0.865051582453867,0.920021549058373,0.919477838504929
DTLZ3_30_1200_normal.csv,0.852741179849586,424.932388152796,3.39447148472945,3880.75315050397,1143.25696001929,0.752165572024402,0.913699727918208,184.116718530504,1,2.59000000000015,1200,30,0,0,0,0.923149917403936,0.74403089075523,0.505822396609663,0.273199997617385,0.846439994912534,0.930978262905265,0.927168919135399
DTLZ3_30_1200_uniform.csv,0.889664276562952,339.243635039703,0.791865436424705,3247.38048027828,4100.92464060598,0.81309585525999,0.928176540184478,445.526661600187,1,2.34100000000035,1200,30,1,0,0,0.909115814508684,0.725611955231298,0.618186867575819,0.432109858088185,0.874666582107044,0.913954965134927,0.912886291100349
DTLZ3_30_150_normal.csv,0.839854438000878,367.848522287547,2.24427791956004,3957.5832453699,1763.41049870763,1,0.824453199289872,297.138229590318,1,0.082000000000335,150,30,0,0,0,0.925608414758138,0.494477201604617,0.018719659411401,0.097554982857438,0.907178826655643,0.934208401830709,0.939988193517943
DTLZ3_30_150_uniform.csv,0.879771777865797,431.871833517047,7.99993996696289,3303.62856858059,412.95666995296,1,0.834990150954332,186.270654263456,1,0.093000000000757,150,30,1,0,0,0.930869373525222,0.476092183384573,0.232963398883828,0.059918254641141,0.89471646510928,0.921954530184938,0.917279478177178
DTLZ3_30_1500_normal.csv,0.852471802161654,332.768647281124,0.373577742996324,3942.42104307985,10553.1475495815,0.822240234661925,0.912496473493388,1257.55829422309,1,4.21100000000024,1500,30,0,0,0.015029033310591,0.918886922135425,0.771401913790097,0.535576239710528,0.308325822163209,0.84054131943751,0.915680243688228,0.916260163273743
