files,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ela_meta.costs_runtime,numsamples,dimensionality,is_uniform,SVM,NN,Ada,GPR,SGD,KNR,DTR,RFR,ExTR,GBR
four_bar_f1_100.csv,0.809774063297923,702.124829689916,67.1695673904315,431.707546651489,6.42713007428103,0.811340168275074,0.816549427356508,124.551530215372,0.807575025755688,0.004999999999995,100,3,0,0.016204384619805,0,0.969248888748564,0.992379491125619,0.873520633573083,0.949254318933989,0.951741980104609,0.978800401933865,0.990139559510275,0.983173329314741
four_bar_f1_1000.csv,0.804901171716003,750.928032114739,68.442994624739,402.738106595836,5.88428529178156,0.804557342190081,0.804842189457669,2.56898764797386,0.803618420622049,0.007000000000005,1000,3,0,0.388050973962136,0,0.950458957140796,0.999999138800299,0.979745755516488,0.97777938344108,0.953353480438847,0.982585864297781,0.988049224940188,0.992158267884955
four_bar_f1_150.csv,0.774859171289454,816.989757617782,73.2825146691371,380.264287328813,5.18901799488823,0.770729740518471,0.77249064397104,4.04075693578318,0.750643247887387,0.003999999999991,150,3,0,0,0,0.914645777009008,0.98722180164169,0.897523789650664,0.925845362112849,0.895339362553315,0.923253085131791,0.955146924993093,0.956052942874493
four_bar_f1_200.csv,0.824769380292874,729.610661184269,78.4513379811576,394.184922380046,5.02457870730925,0.823403776602022,0.823404348317122,8.83981002788528,0.818345151154255,0.004999999999995,200,3,0,0.056771483931277,0,0.92657949477419,0.998705244430767,0.912005179387704,0.946856891430642,0.895900504842205,0.956142965046468,0.98014863878281,0.965909517814895
four_bar_f1_400.csv,0.805862699560117,673.262445598826,67.8145466352308,420.282962777368,6.19753406356954,0.804513134502205,0.805271813737968,57.2625786382972,0.801784856078045,0.00500000000001,400,3,0,0.171531827699362,0,0.958161792204877,0.999987757855928,0.952986795061674,0.971555284974564,0.920844905813883,0.976903691511126,0.98572045368152,0.990458848107778
four_bar_f1_50.csv,0.744965999215044,865.580225123179,49.8335469733191,375.227491940543,7.52961638755997,0.728790651449933,0.758308367250946,7.60366043381004,0.215635555342807,0.00800000000001,50,3,0,0.007561316500253,0,0.828760390154131,0.937434062544629,0.790080779556158,0.850046330392399,0.743257369301544,0.813145031476074,0.91949207889761,0.886196020138517
four_bar_f1_700.csv,0.812819100407903,784.206281863264,71.4641638443322,394.583336480587,5.52141542354142,0.81218771478368,0.812876483202262,10.5225804028072,0.810708874563696,0.006,700,3,0,0.278195095307341,0,0.95076426766408,0.99999582120428,0.969965713555474,0.971254476889136,0.946866860618765,0.978862010370552,0.986137742957991,0.987420872679663
four_bar_f2_100.csv,0.596365029063142,0.03563749772593,0.006418556504754,0.007304970283467,1.13810173331917,0.603371338904646,0.694651622295939,3.06143366651605,0.682564570772306,0.004999999999995,100,3,0,0,0,0.80177634416925,0.971182508987005,0,0.771388631496555,0.668482878590777,0.81240696388033,0.861240231206236,0.847983077807199
four_bar_f2_1000.csv,0.661337612396576,0.033899279387367,0.0059552927502,0.006280003034737,1.05452465532056,0.661765779915553,0.68690904112017,1.20122107062081,0.68602393323346,0.007000000000005,1000,3,0,0,0,0.881373395402825,0.999998816427974,0.307163012606952,0.961749032979179,0.840927864960622,0.947978426792066,0.974188541235792,0.983635054836078
four_bar_f2_150.csv,0.638760765146611,0.031329246869527,0.005488026350849,0.006208749112383,1.13132640323829,0.633208793847857,0.65171673594217,1.50303995055037,0.620847697174174,0.004000000000005,150,3,0,0,0,0.801675641675838,0.995911290640785,0.041562325908691,0.811373569659759,0.539997062521449,0.862331724657843,0.915664241838043,0.903238311591399
four_bar_f2_200.csv,0.681878965187388,0.034288746189648,0.006004529869281,0.006266218713109,1.0435819039167,0.6797011183876,0.72568464383645,2.17695848260613,0.719676255893527,0.004000000000005,200,3,0,0,0,0.839876481418676,0.996825445381353,0,0.914525129178789,0.799286077152658,0.907142450389624,0.950705419637058,0.950256299566311
four_bar_f2_400.csv,0.689531743248811,0.036223380911696,0.00633277789597,0.006927152875555,1.09385691229801,0.688950005469074,0.705536183006803,2.08652049649216,0.702938398291828,0.003999999999991,400,3,0,0,0,0.87473508835277,0.999907525168789,0.150784875979953,0.919727566279535,0.772946591062293,0.955778205336008,0.960181878991267,0.969336318239028
four_bar_f2_50.csv,0.561251155398446,0.027301760574183,0.004671301661499,0.007139872429734,1.52845458228068,0.531746429319913,0.643988616538236,2.95239879534348,-0.214735872373607,0.003999999999991,50,3,0,0,0,0.723481697455645,0.956829934717792,0,0.795005655900583,0.703795444529722,0.796481376297051,0.849761944368092,0.843243793452845
four_bar_f2_700.csv,0.61717752410778,0.032408638648301,0.005598972541191,0.006147033535037,1.09788599422739,0.616063511282855,0.676956230411243,1.26066338284442,0.67616749139634,0.006,700,3,0,0,0,0.880097187496283,0.99998189951793,0.179471517876925,0.952248659164491,0.837312032110967,0.956704239064945,0.970821304211262,0.982139393953856
gear_train_f1_100.csv,0.166781737402745,-1.93102377335572,0.112677109979665,0.150256875168103,1.33351729730396,0.219244951480438,0.160168694492731,2.16958397017162,0.071979688840355,0.004000000000005,100,3,0,0,0.708873277049393,0.638997386191942,0,0,0.58032426238351,0.360091208157239,0.616604058414329,0.810615177489762,0.6856014808634
gear_train_f1_1000.csv,0.208591254180746,-2.119166442077,0.196959974622619,0.233080474407133,1.18339005096706,0.298454278125223,0.233734801511021,3.93521075416318,0.340608753655601,0.007000000000005,1000,3,0,0,0.88516722624785,0.638845929099069,0,0,0.721125210160646,0.740853088890339,0.836642460629014,0.867100403012455,0.853808966110205
gear_train_f1_150.csv,0.180510418212232,0.902752910898254,0.196980202872549,0.335226284234571,1.70182728693538,0.323496593623684,0.259795577940813,5.71470449750812,0.477836357711524,0.003999999999991,150,3,0,0,0.843423274599508,0.261795310913814,0,0,0.595577394730679,0,0.644646079296114,0.796755541348905,0.380115265848865
gear_train_f1_200.csv,0.25542715406354,0.470419122851855,0.11931045304146,0.171169862580113,1.43465939669706,0.302501781334829,0.292253774764306,12.4752623175331,0.339339101132219,0.004000000000005,200,3,0,0,0.833667290853055,0.371980248877687,0,0,0.694548915490684,0.291225335171655,0.618454564102355,0.776394521384198,0.564429535697284
gear_train_f1_400.csv,0.109388362833509,-1.99334567210731,0.230289755074159,0.293643173165782,1.27510306774707,0.237204249765338,0.137796909557354,18.8658428075186,0.354718582022152,0.010000000000005,400,3,0,0,0.624545165502022,0.30463370328407,0,0,0.472845171708135,0.362208871765615,0.636144150934661,0.72716951582501,0.639460397453093
gear_train_f1_50.csv,0.096450997960438,-8.58928692794352,0.451317469388049,0.839220205537103,1.85948974382716,0.321697443354769,0.154324517320846,2.78363048943523,0.380844591998052,0.003999999999991,50,3,0,0,0,0,0,0,0,0,0,0,0
gear_train_f1_700.csv,0.196095635549953,1.24194869516743,0.181567241311604,0.297770731556686,1.64000251039589,0.313546935270186,0.252051635990149,15.4906826420568,0.43393876621411,0.006,700,3,0,0,0.880951240973144,0.562281178482097,0,0,0.70758819156276,0.726222636731899,0.760722063541147,0.789158360334816,0.675038513601945
kursawe_f1_100.csv,0.824835826131231,-18.9709271567068,1.34474845526975,2.30927295455504,1.71725272894388,0.836159754434445,0.837265057494594,18.1630414096001,0.838999785874535,0.004000000000005,100,2,0,0.981961810885981,0,0.966727548911481,0.999871965821301,0,0.950428259453424,0.907805887173741,0.974921504755146,0.983415547998091,0.976738317244729
kursawe_f1_1000.csv,0.798746143495854,-18.9385246552279,1.16844761054103,2.35790416692773,2.0179802206416,0.80959215390408,0.809538514707207,1.39721912432797,0.820266744394157,0.004999999999995,1000,2,0,0.993826297408592,0,0.948308324953076,0.999995963619348,0,0.989696550760382,0.964692785034687,0.98918225592471,0.994493042674532,0.992176784265506
kursawe_f1_150.csv,0.806693414758095,-18.9507582118319,1.20563580441479,2.31330892363105,1.9187460385302,0.81301004311103,0.806980868768654,18.0072191931553,0.81123083600662,0.003,150,2,0,0.985979435723908,0,0.920787470961265,0.999915670084834,0,0.936239202329332,0.917140436366243,0.958251631776516,0.97812447188648,0.968047553102978
kursawe_f1_200.csv,0.762463148523008,-18.8209828589998,1.09812218010432,2.22480270473815,2.02600652736729,0.782758700315899,0.768467634344712,29.821315459671,0.793116793550806,0.003,200,2,0,0.986304725303493,0,0.911810312348259,0.999958018732738,0,0.967488711722658,0.881328105074491,0.952126416839229,0.977327716619754,0.976884200508118
kursawe_f1_400.csv,0.816577511606203,-18.9631710706497,1.09680269312203,2.43227301534925,2.21760306625964,0.826542763561823,0.824125915029251,1.18467410814222,0.83193836048437,0.004999999999995,400,2,0,0.991701428898883,0,0.926866739350186,0.999938575731771,0,0.975815867923326,0.943778513318872,0.976990772297435,0.988273949250342,0.981784283169822
kursawe_f1_50.csv,0.757923290975009,-18.8330530616899,1.06696408862071,2.33320736441083,2.18677215971442,0.756073023014115,0.768161265863123,1.76025322061046,0.720129120888701,0.003,50,2,0,0.912401949588784,0,0.739283555401675,0.993222324326656,0,0.713723554032878,0.702559463171632,0.809088894821797,0.937944849709601,0.845206218585594
kursawe_f1_700.csv,0.801128382454388,-18.9343542258038,1.17098682931078,2.32243716988295,1.98331621821049,0.806316807810994,0.808677854165014,4.52947983079278,0.815474221074793,0.004999999999995,700,2,0,0.992126736063409,0,0.940936845445658,0.999987740614845,0,0.985141276008793,0.958700819779966,0.986490052587963,0.992729956271729,0.990907732062047
kursawe_f2_100.csv,0.681642414601778,0.270586932154498,3.81448862690421,4.61313699915636,1.20937233017793,0.678566105281967,0.725295432820759,19.4117278343193,0.708982897282276,0.003999999999991,100,2,0,0.921132755137712,0.653253189649392,0.848167782245565,0.999993541661462,0.352560883364878,0.84792134456414,0.79413435089616,0.875581737150112,0.878982712809261,0.903524282170282
kursawe_f2_1000.csv,0.628452087636345,0.337610655425097,4.02174418416961,4.0823162653799,1.01506114721287,0.62821280583291,0.673310873901799,1.21367816662986,0.673296813888313,0.00500000000001,1000,2,0,0.997767730664213,0.946223104051974,0.936611254994831,0.999999721640867,0.705201120270199,0.988808092255688,0.962611952042279,0.986220521495244,0.99359423704923,0.994030404495596
kursawe_f2_150.csv,0.624539865672591,0.308673576311686,3.85375786371786,4.15207502754946,1.07740942072157,0.623653429640936,0.639218578194846,1.56657481462585,0.632319565375051,0.004000000000005,150,2,0,0.963354872744537,0.704490870349997,0.889258214082411,0.999989039396715,0.51167860482484,0.953488718197746,0.826679960277631,0.934686690115072,0.953905444167854,0.965898672005882
kursawe_f2_200.csv,0.587672159103085,0.777833227410698,3.66726910128386,3.70296631796758,1.00973400524964,0.586011300929145,0.609366339280113,1.96738663883582,0.605612120615552,0.004000000000005,200,2,0,0.981252513357931,0.688760387894948,0.934342390978587,0.999998129518248,0.595957736715988,0.961876549787441,0.901048993062681,0.960518751807898,0.972223109829659,0.969743267641971
kursawe_f2_400.csv,0.63706117218041,0.497799609714344,3.63285365910761,4.10361423870419,1.129584239766,0.636290931188584,0.676328694168961,1.37152665685004,0.673651643045305,0.004000000000005,400,2,0,0.993069906786473,0.886895944679238,0.922898149890445,0.999999364752731,0.640605980540369,0.96810107789229,0.898438905766526,0.974865719462507,0.986606392139664,0.981366280661279
kursawe_f2_50.csv,0.474955991751931,0.699390525033923,3.55840318099868,3.9501150153793,1.11008079030288,0.468460825336594,0.501166191877099,2.8011346295307,0.438573279250521,0.004000000000005,50,2,0,0.725013680133929,0.728829854239782,0.750133309207368,0.999545665154809,0.299036515771784,0.707240923830047,0.762604385525966,0.794076884800138,0.811914225345571,0.874731407580443
kursawe_f2_700.csv,0.634178525575073,0.354984375339606,3.92422359716535,4.09642056917811,1.04388051999309,0.638277127849609,0.66507668114416,1.28252591204155,0.669321351983908,0.004000000000005,700,2,0,0.997185469963704,0.944724268971056,0.926544636305148,0.999999635258001,0.684045082889507,0.983760818288551,0.934911679565743,0.978866978696714,0.989694820013672,0.986719042322433
pressure_f1_100.csv,0.872009174660316,-10922.4170718058,121.85046241989,15208.4484042908,124.812397936443,0.985155796687137,0.872458320653742,15095.1932726806,0.989671450504466,0.004999999999995,100,3,0,0,0,0.962568731357447,0,0,0.584258158110035,0.912001537256346,0.965136872434303,0.973711497781505,0.98553308624516
pressure_f1_1000.csv,0.887796217772361,-10661.1030815504,117.376346809747,14948.2979825663,127.353580076876,0.978277627349302,0.890707084037569,1928.6651220044,0.984132179838975,0.006,1000,3,0,0,0.226758139511734,0.920667799808874,0,0,0.346499389994958,0.9520484091822,0.980473267870573,0.990048178108315,0.99116598307871
pressure_f1_150.csv,0.89523427344033,-10898.1577047614,120.272242165572,15722.0192343017,130.720263888139,0.978609461016253,0.900438331210495,8676.59900204989,0.985416617510212,0.004000000000005,150,3,0,0,0,0.851080267391834,0,0,0.259833522101495,0.777429342710066,0.902918109397434,0.914754715218319,0.922113717203919
pressure_f1_200.csv,0.871692265053574,-10542.4282166664,115.27247671515,14989.7118692976,130.037215269858,0.981577327699707,0.878583187173561,11027.4860577482,0.987847382662758,0.003999999999991,200,3,0,0,0,0.929917937649162,0,0,0.413155706024781,0.861336314647301,0.95985080500536,0.980367545738436,0.982769402026855
pressure_f1_400.csv,0.890637701335141,-11028.9553331773,120.830475659815,15612.0176561524,129.205960424308,0.983603466832645,0.892684089191672,13365.5183442099,0.987736504773477,0.004999999999995,400,3,0,0,0,0.877091889165037,0,0,0.371734411355129,0.906389772475216,0.955830103218879,0.964339873222837,0.975535478406801
pressure_f1_50.csv,0.904542066433642,-13771.3071010326,130.003148518499,17599.3040115081,135.375982905551,0.98387083485091,0.91184110392173,58845.9757363666,0.973628020684132,0.004000000000005,50,3,0,0,0,0.093212489513505,0,0,0,0,0,0.874476120381988,0.549087708630834
pressure_f1_700.csv,0.896032956284795,-10669.2790062294,120.267798705643,14704.875293307,122.267767861099,0.981295410002988,0.899976433959459,8431.30071228223,0.986261354825831,0.00500000000001,700,3,0,0,0.201786262113103,0.892064357260038,0,0,0.414927613542674,0.94865920581339,0.970443659749175,0.980800675931529,0.989949392377751
pressure_f2_100.csv,0.777684656862063,-3930341.88672003,67289.5435758857,1195873.09252229,17.7720493998246,0.777169547767685,0.854789854783762,1356.60201611063,0.859291989884031,0.004000000000005,100,3,0,0,0,0.965122389045259,0,0,0.970738668788352,0.959961850002497,0.964951459903742,0.992361480632856,0.987455284258297
pressure_f2_1000.csv,0.718017332262262,-2530808.25619968,19054.9337172355,55889.2833677393,2.93306102225832,0.717526594453251,0.787337527372205,2077.27195452717,0.787828681511348,0.007000000000005,1000,3,0,0,0,0.966719575392791,0,0,0.996637893078764,0.992211416441003,0.996914854341006,0.998779594552878,0.997566195700188
pressure_f2_150.csv,0.722663183311798,-2838473.66502785,56600.3446562769,481424.981682022,8.50568993184802,0.726370520295152,0.789214919708562,5256.39285668855,0.798558678108012,0.00800000000001,150,3,0,0,0,0.955437754922519,0,0,0.975182490375323,0.957698190538429,0.978639383881896,0.994851258909616,0.979412391784574
pressure_f2_200.csv,0.75213526784911,-2441972.58568678,54778.6990590038,90961.201786278,1.66052139515582,0.748811799509923,0.816943362466532,2838.06952221667,0.820441043432055,0.004000000000005,200,3,0,0,0,0.967794864449754,0,0,0.980588693409732,0.949059628574322,0.989323877062444,0.995617317537017,0.993644329652999
pressure_f2_400.csv,0.707154734290369,-2808294.12452508,52645.0719731623,181196.425902561,3.44184971377629,0.705070050376689,0.803778851827954,1456.789650945,0.804180885762891,0.004999999999995,400,3,0,0,0,0.970629103316084,0,0,0.99305151613285,0.984443078725528,0.993261424616367,0.997241599905091,0.996500492820965
pressure_f2_50.csv,0.692195071726764,-2250718.55343153,53608.3176094619,161727.889797071,3.01684322524842,0.714732897501152,0.781059898210126,14958.1340989841,0.385311251056854,0.003999999999991,50,3,0,0,0,0.857961777399746,0,0,0.964275281907734,0.817399532414998,0.870156507636229,0.958452568946141,0.96487643171962
pressure_f2_700.csv,0.727379222969238,-2495861.25465071,55934.4690914254,177714.235960942,3.17718642632447,0.729205585521712,0.797808142654365,1707.35153207231,0.799250809772534,0.006,700,3,0,0,0,0.962464954932751,0,0,0.997425587087436,0.990351218302972,0.996097601192044,0.99823955725777,0.995792144419372
speed_reducer_f1_100.csv,0.963867638574473,-9882.71144886325,37.8681600387524,7644.98600971665,201.884274332134,0.979014414118103,0.966168778242929,11162.3994891753,1.00156864129899,0.010000000000005,100,6,0,0,0,0.820363260927392,0.3129533614544,0,0.819570616983606,0.564511589856424,0.82909597602769,0.912206914571077,0.880283373276463
speed_reducer_f1_1000.csv,0.970498890870828,-10202.0860826956,11.9101494300248,7315.4553983349,614.220286765927,0.983331469449189,0.974182568060629,4362.26236440274,0.98651015326759,0.015000000000001,1000,6,0,0.278495216126291,0,0.94230533721744,0.99717431341273,0,0.872066911121747,0.923801829933369,0.978415643720635,0.980703901573603,0.990506618869203
speed_reducer_f1_150.csv,0.970303551541576,-9539.13876452233,15.3000330793723,7529.37050860302,492.11465553981,0.988043803910726,0.97525005702382,2004.50149640757,1.03344988296968,0.006,150,6,0,0,0,0.895476605125114,0.879713447721883,0,0.784965146847127,0.809389296294917,0.926046055714224,0.952447412265918,0.959759723989122
speed_reducer_f1_200.csv,0.970936489707062,-10899.3569861941,41.1974804234614,7763.80790444197,188.453464256532,0.984288414484456,0.972044530670311,14189.1717888433,0.978191630855722,0.007000000000005,200,6,0,0.031450050715164,0,0.852774529479483,0.822659004389822,0,0.728990237091202,0.820344321655282,0.872313657733476,0.91824158264693,0.940209972421445
speed_reducer_f1_400.csv,0.969646755876652,-10096.1637836701,0.574178974154124,7076.74024607207,12324.9728126974,0.982615370808328,0.971592582889417,1407.17977136829,0.984949280855423,0.009,400,6,0,0.121862646625033,0,0.945258968294097,0.981098063936394,0,0.836493983202214,0.864135276885888,0.951938264425738,0.967659323651423,0.979098938339788
speed_reducer_f1_50.csv,0.970127209047694,-11521.9569304718,35.263770419215,7708.40387146131,218.59273072119,0.952826851697101,0.973389171362578,10399.0861614569,1,0.004999999999995,50,6,0,0,0,0.697234052869122,0.117293255788601,0,0.690702764919063,0.747994975017721,0.842072504767659,0.86464744364963,0.835375652499051
speed_reducer_f1_700.csv,0.971122573559098,-9876.76446883853,4.83282049863753,7099.66052282698,1469.05115239197,0.983469811180584,0.973581133479918,5013.13593676973,0.986349310350712,0.012000000000001,700,6,0,0.196375429377878,0,0.929587136346677,0.996840681967128,0,0.896704474605887,0.942193596482369,0.969426128192387,0.976528732395021,0.988216628489814
speed_reducer_f2_100.csv,0.97744435540142,4354.00920944155,0.004522208938892,964.808016563795,213348.836730283,0.975580881458604,0.999652984479601,9305.39183699691,1.00000011498917,0.006,100,6,0,0,0,0.997998631333402,0.830378110291034,0,0.440250534951141,0.997174652509174,0.998330226558054,0.99955515268372,0.999293096523557
speed_reducer_f2_1000.csv,0.976920986068345,4431.79866203341,0.829758307749826,979.637112712498,1180.62947193517,0.976891231445145,0.999628366526776,81368.0100452281,0.999995541344323,0.01700000000001,1000,6,0,0,0,0.997795221219785,0.998777732210733,0,0.820278924301115,0.99987606712084,0.999940659588211,0.999967214061332,0.999917311323773
speed_reducer_f2_150.csv,0.978030880903051,4660.91838130631,0.531340254189351,983.439352459386,1850.86551358656,0.978667587947734,0.999627625300427,21073.5222459742,1.00001432076121,0.007999999999996,150,6,0,0,0,0.997911109701713,0.82530909787744,0,0.366426051916442,0.998123827663096,0.998513280456799,0.99940031643738,0.999335019610701
speed_reducer_f2_200.csv,0.979444663604548,4415.30999684601,0.379542532848888,960.348119811364,2530.27799704788,0.978439283792543,0.999673390775616,44046.2304217964,0.999992392183082,0.007999999999996,200,6,0,0,0,0.997069397286083,0.85816866980775,0,0.543115497409387,0.998706515365731,0.998674455384493,0.999453612682736,0.999397496751296
speed_reducer_f2_400.csv,0.978322307609518,4442.25828653459,0.735312872370269,972.590917042361,1322.68991008852,0.978317446930627,0.999675113728505,44070.3615994208,0.999995491642126,0.009,400,6,0,0.015407726235843,0,0.997490140243973,0.987376271112389,0,0.653180815583788,0.999678992262359,0.999866161025325,0.99993190029836,0.99988815563417
speed_reducer_f2_50.csv,0.97692449258914,4532.38327842667,1.13435174956409,979.792759140854,863.746857636857,0.923590983436184,0.999708389858687,5680.38772205319,1,0.004999999999995,50,6,0,0,0,0.992535979324054,0.527358184919383,0,0.083439942753647,0.995653040334362,0.983795784807234,0.996241014803032,0.997626331102388
speed_reducer_f2_700.csv,0.975646434144293,4483.24088637701,0.261982629757662,969.857366378581,3701.99111015763,0.975604170197367,0.999626057818903,87360.5927545816,0.999995235166266,0.012000000000001,700,6,0,0,0,0.997532168708055,0.995171216516076,0,0.760756856354525,0.999807017830625,0.999912832228106,0.999951879890249,0.999907330917451
speed_reducer_f3_100.csv,-0.067764940441565,851.881589991545,0.257060044009205,143.823012750415,559.49190122003,-0.147036618039921,-0.071194846795319,62524.4543828818,1.09588304451542,0.006,100,6,0,0,0,0.997854720084042,0,0,0,0.996329933653382,0.997825192081729,0.999438209330976,0.999275650382285
speed_reducer_f3_1000.csv,0.003127013092464,825.401266364658,1.33995557263521,35.5224812847256,26.5101933304144,0.004943884389609,0.001831476326594,11179.8984976811,-0.004244331619371,0.013999999999996,1000,6,0,0.034205940434899,0,0.997920957648799,0.995163730321472,0,0.388485804851663,0.999945982340335,0.999971447534836,0.999985378966726,0.99993450495981
speed_reducer_f3_150.csv,0.039159794334623,930.618761046845,1.1821175884225,443.343130655364,375.04148064237,0.002882389176104,0.032167616350658,12318.9514685843,4.50781275639527,0.006,150,6,0,0,0,0.997919687712271,0.663605747365815,0,0,0.998008247681244,0.998911448355332,0.999644299883543,0.99959199479909
speed_reducer_f3_200.csv,0.01700567543721,1018.86465705186,1.08748511655925,83.3899410100056,76.6814549828943,-0.014617572070691,0.012041334317111,5147.87179059145,-0.565653631824446,0.006,200,6,0,0,0,0.99686242222824,0.44330284952172,0,0.172605831197172,0.998615021259901,0.999068084109648,0.99960965084496,0.999633328605864
speed_reducer_f3_400.csv,0.003184153689916,904.488154232178,0.494073861622181,50.4509856545529,102.112233763811,-0.003222434962436,-0.00730083439724,344297.79928443,-0.045841998268518,0.012000000000001,400,6,0,0,0,0.997802574047306,0.924410499421791,0,0.174970245080481,0.999614091853542,0.999795475313246,0.999942583275357,0.999862321396522
speed_reducer_f3_50.csv,-0.166620688971533,576.974115679936,0.318148594480752,184.730318707443,580.641630710141,-2.37361963488136,-0.269984397971084,36906.3583514723,1,0.006,50,6,0,0,0,0.985439700188066,0,0,0,0.996583286170082,0.991042830842673,0.998054763764229,0.997166741883791
speed_reducer_f3_700.csv,-4.36648424073649E-05,859.433240978252,0.381955572005528,154.472787396343,404.426060824969,0.002266960666228,-0.005332811328744,188528.244898741,-0.011718273665264,0.012000000000001,700,6,0,0.000265809222401,0,0.998049220330453,0.983839423620167,0,0.322377389015825,0.999890052494104,0.999923457213042,0.999972854195822,0.999933932567643
unconstrained_f_f1_100.csv,-0.020907781144175,1905078209382316,2069580430506.44,2069580430506.44,1,-0.020907781144175,-0.002333009228428,1,-0.010952310581545,0.003,100,1,0,0,0,0,0,0,0.640349538401765,0.154095739101444,0.415893945157215,0.960749335884603,0.580894276109918
unconstrained_f_f1_1000.csv,-0.000621085698598,1969682593373920,6455902560489.51,6455902560489.51,1,-0.000621085698598,0.018205731877964,1,0.017767219200248,0.004000000000005,1000,1,0,0,0,0.690379157764397,0.597116573051523,0,0.951296033433567,0.962020109544212,0.976359687516762,0.988908661089378,0.967058041425197
unconstrained_f_f1_150.csv,-0.013746299448901,1177481010308334,749126447584.323,749126447584.323,1,-0.013746299448901,-0.018458890654271,1,-0.015029851737334,0.003,150,1,0,0,0,0.29484859406058,0,0,0.471388426920283,0.592388233306212,0.828912205721607,0.871234811033193,0.531412768919137
